name,source,lat,lon,address,deal,timing,image_url,image_source,local_image,website,wikidata,wikipedia,category
The Madras Grand,OSM,13.075221,80.2560383,"The Madras Grand, Egmore High Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_madras_grand_381.jpg,,,,restaurant
Faruuzi Multicuisine,OSM,12.9484704,80.1937064,"Faruuzi Multicuisine, Pallavaram - Thoraipakkam Road, Keelkattalai, Sholinganallur, Chennai, Tamil Nadu, 600117, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\faruuzi_multicuisine_382.jpg,,,,restaurant
broadlands hotel,OSM,13.0630503,80.2734469,"broadlands hotel, Chinna Thambi Street, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600005, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\broadlands_hotel_383.jpg,,,,restaurant
Paati Veedu,OSM,13.0477044,80.2390445,"Paati Veedu, 2, Bhagirathi Ammal Street, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\paati_veedu_384.jpg,,,,restaurant
Ibrahim's BBQ House,OSM,13.0122894,80.2238705,"Ibrahim's BBQ House, Velachery Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ibrahim_s_bbq_house_385.jpg,,,,restaurant
Jayam Andhra Mess,OSM,13.0122977,80.2238958,"Jayam Andhra Mess, Velachery Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\jayam_andhra_mess_386.jpg,,,,restaurant
Hot Chips veg restaurant,OSM,13.0367439,80.2121821,"Hot Chips Veg Restaurant, Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hot_chips_veg_restaurant_387.jpg,,,,restaurant
Ayyanar Chettinad Restaurant,OSM,12.9209308,80.1969868,"Ayyanar Chettinad Restaurant, Velachery Mudhanmai Salai, CMWSSB Division 190, Ward 190, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ayyanar_chettinad_restaurant_388.jpg,,,,restaurant
Arul Chettinad Hotel,OSM,13.0737596,80.2259631,"Arul Chettinad Hotel, EVR Periyar Salai, CMWSSB Division 106, Ward 106, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600030, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\arul_chettinad_hotel_389.jpg,,,,restaurant
Abid's Restaurant,OSM,13.0716807,80.2504038,"Abid's Restaurant, Mayor Ramanathan Road (Spur Tank Road), CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600006, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\abid_s_restaurant_390.jpg,,,,restaurant
Palimar Hotel,OSM,13.072631,80.2522631,"Palimar Hotel, Mayor Ramanathan Road (Spur Tank Road), CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\palimar_hotel_391.jpg,,,,restaurant
The Grand Sweets & Snacks,OSM,13.0075596,80.2536416,"The Grand Sweets & Snacks, 24, Gandhi Nagar 2nd Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_grand_sweets___snacks_392.jpg,,,,restaurant
Geetham Vegetarian Restaurant,OSM,12.9884101,80.2182575,"Geetham Vegetarian Restaurant, Gangai Amman Koil Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\geetham_vegetarian_restaurant_393.jpg,,,,restaurant
Rasavid,OSM,12.9899176,80.2186763,"Rasavid, Velachery Bypass Road, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\rasavid_394.jpg,,,,restaurant
Haven Sampoorna,OSM,12.990245,80.2187592,"Haven Sampoorna, Pandian Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\haven_sampoorna_395.jpg,,,,restaurant
Appu Kadai Briyani,OSM,13.0110882,80.2244558,"Appu Kadai Briyani, Sardar Patel Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600025, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\appu_kadai_briyani_396.jpg,,,,restaurant
Curry Kitchen,OSM,12.983758,80.1657694,"Curry Kitchen, Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600027, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\curry_kitchen_397.jpg,,,,restaurant
BBQ Bro's,OSM,13.0564212,80.2741982,"BBQ Bro's, #20/A, Sivaraman Street, CMWSSB Division 116, Ward 116, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600005, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\bbq_bro_s_398.jpg,,,,restaurant
Hotel Ashok Bhavan,OSM,13.0148042,80.2251186,"Hotel Ashok Bhavan, Velachery Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_ashok_bhavan_399.jpg,,,,restaurant
Azzuri bay,OSM,13.0113205,80.2539306,"Azzuri bay, Crescent Park 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\azzuri_bay_400.jpg,,,,restaurant
Butterheads,OSM,13.0112709,80.2539592,"Butterheads, Crescent Park 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\butterheads_401.jpg,,,,restaurant
Golden Dragon,OSM,13.0583978,80.2473021,"Golden Dragon, Uttamar Gandhi Salai (Nungambakkam High Road), CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600006, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\golden_dragon_402.jpg,,,,restaurant
Southern Spice,OSM,13.0582098,80.2470479,"Southern Spice, Brihadambal Street, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\southern_spice_403.jpg,,,,restaurant
Anise,OSM,13.0581405,80.247065,"Anise, 2nd Street, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\anise_404.jpg,,,,restaurant
Cosmos,OSM,12.9130338,80.1920733,"Cosmos, Medavakkam - Mambakkam - Sembakkam Road, Skylab Avenue, Sithalapakkam, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\cosmos_405.jpg,,,,restaurant
Undu Magizh,OSM,12.9051211,80.1879357,"Undu Magizh, Medavakkam - Mambakkam - Sembakkam Road, Ramarao Body Works, Madambakkam, Kovilanchery, Sholinganallur, Chennai, Tamil Nadu, 600126, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\undu_magizh_406.jpg,,,,restaurant
Kamatchi Mess,OSM,12.9151701,80.194719,"Kamatchi Mess, Semmozhi Salai, Jayachandran Nagar, Medavakkam, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kamatchi_mess_407.jpg,,,,restaurant
Khalids biriyani,OSM,13.0856268,80.1997052,"Khalids biriyani, 20, 2nd Avenue, Anna Nagar West, CMWSSB Division 99, Ward 99, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600040, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\khalids_biriyani_408.jpg,,,,restaurant
Annai Bhavan,OSM,12.9157172,80.194556,"Annai Bhavan, Semmozhi Salai, Jayachandran Nagar, Medavakkam, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\annai_bhavan_409.jpg,,,,restaurant
Erodu Amman Mess,OSM,12.9966483,80.2556448,"Erodu Amman Mess, Dr. Muthulakshmi Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\erodu_amman_mess_410.jpg,,,,restaurant
Madras Cocktail Company,OSM,13.0460012,80.2578388,"Madras Cocktail Company, Music Academy Flyover, CMWSSB Division 118, Ward 118, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600086, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\madras_cocktail_company_411.jpg,,,,restaurant
தின்னை மெஸ்,OSM,13.027376,80.254007,"தின்னை மெஸ், 80, 2nd Main Road, CMWSSB Division 173, Ward 173, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600028, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\____________412.jpg,,,,restaurant
Parambriyam,OSM,13.088221,80.2178044,"Parambriyam, 5th Main Road, CMWSSB Division 101, Ward 101, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600102, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\parambriyam_413.jpg,,,,restaurant
Pudukkottai Ayya Chettinadu Mess,OSM,13.0391705,80.2389414,"Pudukkottai Ayya Chettinadu Mess, 7, Masilamani Street, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\pudukkottai_ayya_chettinadu_me_414.jpg,,,,restaurant
Virudhunagar Biriyani,OSM,12.9127093,80.1920194,"Virudhunagar Biriyani, Medavakkam - Mambakkam - Sembakkam Road, Skylab Avenue, Sithalapakkam, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\virudhunagar_biriyani_415.jpg,,,,restaurant
ஹாட் சிபஎஸ்,OSM,13.0413033,80.2348192,"ஹாட் சிபஎஸ், Sir Thyagaraya Road, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\____________416.jpg,,,,restaurant
Ciclo cafe,OSM,13.0224413,80.2422224,"Ciclo cafe, Vellaiyan Road, CMWSSB Division 172, Ward 172, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600085, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ciclo_cafe_417.jpg,,,,cafe
Hotel Ratna,OSM,13.0062788,80.2573202,"Hotel Ratna, Dr Muthulakshmi Salai, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_ratna_418.jpg,,,,restaurant
Nasi and Mee,OSM,13.0608518,80.2498334,"Nasi and Mee, Khader Nawaz Khan Road, CMWSSB Division 111, Ward 111, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600006, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nasi_and_mee_419.jpg,,,,restaurant
ஆனந்த விலாஸ்,OSM,13.0411346,80.2121848,"ஆனந்த விலாஸ், Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\_____________420.jpg,,,,restaurant
Gowri Krishna,OSM,13.0882779,80.2178099,"Gowri Krishna, 5th Main Road, CMWSSB Division 101, Ward 101, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600102, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gowri_krishna_421.jpg,,,,restaurant
Popeyes famouslouisian chicken,OSM,12.942895,80.2532251,"Popeyes famouslouisian chicken, East Coast Road, CMWSSB Division 192, Ward 192, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\popeyes_famouslouisian_chicken_422.jpg,,,,restaurant
Burger king,OSM,12.991546,80.2170141,"Burger King, Veerabandiya Kattabomman Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\burger_king_423.jpg,,,,restaurant
Date palm,OSM,12.9187133,80.187763,"Date palm, Sivagami Nagar, First Street, Jayachandran Nagar, Medavakkam, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\date_palm_424.jpg,,,,restaurant
Hotel Purushotam,OSM,13.0128241,80.2275978,"Hotel Purushotam, West Mada Street, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600025, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\hotel_purushotam_425.jpg,,,,restaurant
Lyfe by Soul Garden Bistro,OSM,13.0340295,80.2546412,"Lyfe by Soul Garden Bistro, Ananda Street, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600018, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\lyfe_by_soul_garden_bistro_426.jpg,,,,restaurant
Splendour - Vestin Park,OSM,13.0676932,80.2590521,"Splendour - Vestin Park, Montieth Lane, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\splendour___vestin_park_427.jpg,,,,restaurant
Vindhya Mess,OSM,12.9904553,80.2350752,"Photocopy shop, Sharav Road, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600036, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\vindhya_mess_428.jpg,,,,restaurant
Le Meridian,OSM,13.0065357,80.2055883,"The Dome, Kambar Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\le_meridian_429.jpg,,,,restaurant
Muthiah Kathiresan Chettiar's House,OSM,12.9756439,80.2178362,"Muthiah Kathiresan Chettiar's House, New No. 7, Plot 21,, Vijayanagar 1st Main Road, CMWSSB Division 178, Ward 178, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\muthiah_kathiresan_chettiar_s__430.jpg,,,,restaurant
CEG Canteen,OSM,13.0103841,80.2367425,"Canara Bank, Nuclear Physics Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600025, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ceg_canteen_431.jpg,,,,restaurant
EB. Office Manapakkam,OSM,13.0146832,80.1742599,"EB. Office Manapakkam, Periyar salai, CMWSSB Division 157, Manapakkam, Ward 157, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600116, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\eb__office_manapakkam_432.jpg,,,,restaurant
"Regional Plant Quarantine Station, Chennai",OSM,,,,Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\regional_plant_quarantine_stat_433.jpg,,,,restaurant
Village Administrative Office,OSM,12.9877148,80.1855545,"Village Administrative Office, Krishnasamy Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600114, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\village_administrative_office_434.jpg,,,,restaurant
Neelakanta Complex,OSM,12.985824,80.1953114,"Neelakanta Complex, 3rd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\neelakanta_complex_435.jpg,,,,restaurant
Corporation Ward Office,OSM,13.0368977,80.2683938,"Corporation Ward Office, Kutchery Road, CMWSSB Division 124, Ward 124, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600004, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\corporation_ward_office_436.jpg,,,,restaurant
Corporation Zone 10 Office - Adyar,OSM,13.0049487,80.2568558,"Corporation Zone 13 Office - Adyar, Tiruvengadam Street, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\corporation_zone_10_office___a_437.jpg,,,,restaurant
DATA Udipi Hotel,OSM,13.0201062,80.2246956,"DATA Udipi Hotel, 372, Anna Salai (Mount Road), CMWSSB Division 142, Ward 142, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\data_udipi_hotel_438.jpg,,,,restaurant
IAS Officers Mess,OSM,13.0622239,80.2079171,"IAS Officers Mess, VV Koil Street, CMWSSB Division 129, Ward 129, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600107, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ias_officers_mess_439.jpg,,,,restaurant
Chennai,OSM,13.0836939,80.270186,"KFC, Rama Pillai Street, CMWSSB Division 58, Ward 58, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chennai_440.jpg,,,,restaurant
Hotel Valarmathi,OSM,13.0223261,80.2201305,"Hotel Valarmathi, Vadhyar Subbraya mudali street, CMWSSB Division 142, Ward 142, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_valarmathi_441.jpg,,,,restaurant
Mari Hotel,OSM,13.0220523,80.2211126,"Mari Hotel, Vadhyar Subbraya mudali street, CMWSSB Division 142, Saidapet, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mari_hotel_442.jpg,,,,restaurant
Gowri Nivas Hotel,OSM,13.0222248,80.2231781,"Gowri Nivas Hotel, Karaneeswar Koil Street, CMWSSB Division 142, Ward 142, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gowri_nivas_hotel_443.jpg,,,,restaurant
Dindigul Thalappakatti,OSM,13.0075264,80.2069847,"Dindigul Thalappakatti, 2, Venu Reddy Street, CMWSSB Division 160, Ward 170, Ward 160, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\dindigul_thalappakatti_444.jpg,,,,restaurant
Mattas,OSM,13.0371809,80.2136039,"Mattas, 8th Avenue, CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mattas_445.jpg,,,,restaurant
D Cafe,OSM,13.0467937,80.2352757,"D Cafe, Rama Street, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\d_cafe_446.jpg,,,,cafe
Bakya Sargakhet,OSM,13.0380065,80.2217543,"Bakya Sargakhet, Jaishankar Street, CMWSSB Division 135, Ward 135, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600033, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\bakya_sargakhet_447.jpg,,,,restaurant
Nilgiri Mess,OSM,12.9843449,80.2325138,"Nilgiri Mess, Gandhi Road to IIT Krishna Gate Road, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nilgiri_mess_448.jpg,,,,restaurant
Sri Venkateshwara,OSM,12.9603598,80.2419354,"Sri Venkateshwara, 1st Main Road, CMWSSB Division 186, Ward 186, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600096, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sri_venkateshwara_449.jpg,,,,restaurant
Five star,OSM,12.9871361,80.2583096,"Five star, Thiruvalluvar Road, CMWSSB Division 182, Ward 182, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600041, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\five_star_450.jpg,,,,restaurant
Jinove Restaurant,OSM,12.9593747,80.2442368,"Jinove Restaurant, Old Mahapalipuram Service Road, CMWSSB Division 186, Ward 186, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600096, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\jinove_restaurant_451.jpg,,,,restaurant
MNM jain canteen- men,OSM,12.9459912,80.2466634,"MNM jain canteen- men, Subramanya Nagar Street Road, CMWSSB Division 193, Ward 193, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600115, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mnm_jain_canteen__men_452.jpg,,,,restaurant
Sri Vidhya Bhavan,OSM,13.0362558,80.2227527,"Sri Vidhya Bhavan, Lake View Road, CMWSSB Division 135, Ward 135, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600033, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sri_vidhya_bhavan_453.jpg,,,,restaurant
PHC Canteen,OSM,13.0365337,80.2222035,"PHC Canteen, Thambiah Road, CMWSSB Division 135, Ward 135, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600033, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\phc_canteen_454.jpg,,,,restaurant
Ayyanar Hotel,OSM,12.9968601,80.2591282,"12, Shastri Nagar1st Main Road, CMWSSB Division 176, Ward 176, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600090, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ayyanar_hotel_455.jpg,,,,restaurant
One MB,OSM,13.0496693,80.2398122,"One MB, Habibullah Road, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\one_mb_456.jpg,,,,restaurant
Ibaco,OSM,13.0498403,80.2401224,"Ibaco, Habibullah Road, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ibaco_457.jpg,,,,restaurant
