"name	category	area	address	lat	lon	phone	email	website	facebook	instagram	tiktok	twitter	opening_hours	happy_hour_status	happy_hour_details	happy_hour_timings	confidence	sources	source_urls	evidence_text"
"Prakash	cafe	Bandra West		19.0231855	72.8386864									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13506627021	Prakash cafe",,,,,,,,,,,,,,,,,,,,
"Prithvi Cafe	cafe	Juhu	""20", Janki Kutir Juhu Church Road, Mumbai," 400049""	19.1062054	72.825633	+91 9920116930		https://www.prithvitheatre.org						candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2391804809	""Prithvi Cafe cafe 20", Janki Kutir Juhu Church Road, Mumbai," 400049""",,,,,,,,,,,,,,
"Rajwadi Tea Tapri	cafe	Thane		19.1869488	72.9696735									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11684708005	Rajwadi Tea Tapri cafe",,,,,,,,,,,,,,,,,,,,
"Ram cafe	cafe	Kurla		19.0666508	72.9104239									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3213755719	Ram cafe cafe",,,,,,,,,,,,,,,,,,,,
"Rasoi Thali	cafe	Thane		19.1727865	72.9563615									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9738892382	Rasoi Thali cafe",,,,,,,,,,,,,,,,,,,,
"Retroz The Cafe	cafe	Bandra West		19.0515022	72.8283281									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12307927827	Retroz The Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Rice Bowl	cafe	Juhu		19.1300836	72.8214193	+91 98337 08800								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240731389	Rice Bowl cafe",,,,,,,,,,,,,,,,,,,,
"Ritual Daily Coffee	cafe	Mumbai	""Dr. BR Ambedkar Road", Mumbai," 400050""	19.0650907	72.8296379									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11298617868	""Ritual Daily Coffee cafe Dr. BR Ambedkar Road", Mumbai," 400050""",,,,,,,,,,,,,,,,
"Roadies Koffeehouz	cafe	Navi Mumbai		19.0526199	73.0670344	+91 91379 43881							08:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13483544760	Roadies Koffeehouz cafe",,,,,,,,,,,,,,,,,,,,
"S.M. Shetty canteen	cafe	Andheri East		19.1155372	72.9056894									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/348488379	S.M. Shetty canteen cafe",,,,,,,,,,,,,,,,,,,,
"Sailors' Cafe	cafe	Navi Mumbai		19.0070277	73.0335544									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11691621096	Sailors' Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Scrumptuous	cafe	Juhu		19.1359736	72.8096746									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1999869298	Scrumptuous cafe",,,,,,,,,,,,,,,,,,,,
"Seeds of Life	cafe	Mumbai	""27/A", Pali Mala Road, Mumbai," 400050""	19.0631056	72.8249753	+91 98924 29167							Mo-Su 11:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5277435362	""Seeds of Life cafe 27/A", Pali Mala Road, Mumbai," 400050""",,,,,,,,,,,,,,
"Shaikh Cafe	cafe	Mumbai	""123", Rani Sati Marg, Mumbai," 400097""	19.1816126	72.8513114								Mo-Fr 09:00-17:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11422883506	""Shaikh Cafe cafe 123", Rani Sati Marg, Mumbai," 400097""",,,,,,,,,,,,,,
"Shree Nerul Cafe	cafe	Navi Mumbai		19.0331551	73.0149198								Mo-Su 08:30-20:00+	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12247574361	Shree Nerul Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Society Tea Terminal	cafe	Goregaon		19.1697535	72.8588305									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13381196901	Society Tea Terminal cafe",,,,,,,,,,,,,,,,,,,,
"Spoon Of Love Express	cafe	Bandra West		19.0275767	72.8557533									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12770360101	Spoon Of Love Express cafe",,,,,,,,,,,,,,,,,,,,
"Starbucks Hiranandani Meadows	cafe	Thane		19.2268847	72.9703943									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12593796448	Starbucks Hiranandani Meadows cafe",,,,,,,,,,,,,,,,,,,,
"Starbucks coffee	cafe	Mumbai	""Kemps Corner Flyover", Mumbai," 400026""	18.9636696	72.8079229								Mo-Su 09:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12508947804	""Starbucks coffee cafe Kemps Corner Flyover", Mumbai," 400026""",,,,,,,,,,,,,,,,
"Subko Mini at Abode Bombay	cafe	Colaba		18.9237378	72.8327082			https://www.subko.coffee/					Mo-Su 10:00-20:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11542420692	Subko Mini at Abode Bombay cafe",,,,,,,,,,,,,,,,,,,,
"Subko Speciality Coffee Roasters and Bakehouse	cafe	Bandra West		19.0531651	72.8300804									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11276749958	Subko Speciality Coffee Roasters and Bakehouse cafe",,,,,,,,,,,,,,,,,,,,
"Sugar Rushh Cafe	cafe	Bandra West		19.042883	72.8644159									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11449378650	Sugar Rushh Cafe cafe",,,,,,,,,,,,,,,,,,,,
"TVlolz	cafe	Dadar		19.0254156	72.8678235								sunrise-sunset	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1355395198	TVlolz cafe",,,,,,,,,,,,,,,,,,,,
"Taj Mahal Tea House	cafe	Bandra West		19.0485691	72.8258748									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4736444239	Taj Mahal Tea House cafe",,,,,,,,,,,,,,,,,,,,
"Tashkend Cafe	cafe	Juhu		19.1447133	72.8428353	+91 82918 82243								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12290145012	Tashkend Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Tea & Conversation	cafe	Thane		19.1673553	72.9607465									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9887696719	Tea & Conversation cafe",,,,,,,,,,,,,,,,,,,,
"Tea Junction	cafe	Navi Mumbai		19.0237004	73.0317463									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3431362704	Tea Junction cafe",,,,,,,,,,,,,,,,,,,,
"Tea Shop	cafe	Mumbai	""CD Barfiwala Road", Mumbai," 400058""	19.115906	72.8372046									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13111676275	""Tea Shop cafe CD Barfiwala Road", Mumbai," 400058""",,,,,,,,,,,,,,,,
"Tea Tapri	cafe	Thane		19.189073	72.972139									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8093375457	Tea Tapri cafe",,,,,,,,,,,,,,,,,,,,
"Tea Tapri - Krishna	cafe	Thane		19.1846108	72.9771492									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/883700086	Tea Tapri - Krishna cafe",,,,,,,,,,,,,,,,,,,,
"Tea Ville Cafe	cafe	Kurla		19.0559886	72.9007064									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3483943994	Tea Ville Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Thane Cafe	cafe	Thane	""123", Gadkari Road, Thane," 400601""	19.19199	72.9699465	2235556778							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9308340671	""Thane Cafe cafe 123", Gadkari Road, Thane," 400601""",,,,,,,,,,,,,,
"Thank Gourd	cafe	Juhu		19.1329673	72.8122428									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12607312226	Thank Gourd cafe",,,,,,,,,,,,,,,,,,,,
"The Artists Village	cafe	Mumbai	106	19.1322782	72.8149689									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3920455583	The Artists Village cafe 106",,,,,,,,,,,,,,,,,,,,
"The Backyard Brew	cafe	Juhu		19.1410045	72.8128994	9.18977E+11								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10751368615	The Backyard Brew cafe",,,,,,,,,,,,,,,,,,,,
"The Bagel Shop	cafe	Mumbai	""30", Pali Mala Road, Mumbai," 400050""	19.0631425	72.8248491	+91 22 2605 0178		http://thebagelshop.in					Mo-Su 09:00-22:30	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3838398804	""The Bagel Shop cafe 30", Pali Mala Road, Mumbai," 400050""",,,,,,,,,,,,,,
"The Bandstand Pantry	cafe	Mumbai	""Byramji Jeejeebhoy Road", Mumbai," 400050""	19.0474694	72.8200469									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12978551518	""The Bandstand Pantry cafe Byramji Jeejeebhoy Road", Mumbai," 400050""",,,,,,,,,,,,,,,,
"The Barmecha House	cafe	Juhu		19.1384229	72.8139029									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11020617145	The Barmecha House cafe",,,,,,,,,,,,,,,,,,,,
"The C Spot Cafe	cafe	Bandra West		19.049462	72.8296425									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12731973446	The C Spot Cafe cafe",,,,,,,,,,,,,,,,,,,,
"The Chocolate Heaven	cafe	Mumbai	""Haridas Nagar Road", Mumbai," 400092""	19.2200169	72.8479993								Mo-Su 08:00-00:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12865038787	""The Chocolate Heaven cafe Haridas Nagar Road", Mumbai," 400092""",,,,,,,,,,,,,,,,
"The Homemade Cafe and Bar	cafe	Bandra West		19.103345	72.8270107	+91 99877 21543				https://thehomemadecafeandbar				candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1387274670	The Homemade Cafe and Bar cafe",,,,,,,,,,,,,,,,,,,,
"The Laughter Chapter	cafe	Thane		19.174728	72.957861									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4102346690	The Laughter Chapter cafe",,,,,,,,,,,,,,,,,,,,
"The Library Cafe	cafe	Bandra West		19.0707397	72.8224281									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11671956965	The Library Cafe cafe",,,,,,,,,,,,,,,,,,,,
"The cake house	cafe	Bandra West		19.0451662	72.8475515									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/824809118	The cake house cafe",,,,,,,,,,,,,,,,,,,,
"Theobroma	cafe	Powai		19.1156584	72.9089578									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6805332886	Theobroma cafe",,,,,,,,,,,,,,,,,,,,
"Thhikana cafe	cafe	Thane		19.2270731	72.9706089									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12593772973	Thhikana cafe cafe",,,,,,,,,,,,,,,,,,,,
"Think Juice	cafe	Colaba		18.9239696	72.8318052									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6221009336	Think Juice cafe",,,,,,,,,,,,,,,,,,,,
"Tiwari Tea Stall	cafe	Powai		19.1275446	72.9192498									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6801919210	Tiwari Tea Stall cafe",,,,,,,,,,,,,,,,,,,,
"Tokyo Matcha Bar	cafe	Bandra West		19.0527561	72.8287399									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12996344277	Tokyo Matcha Bar cafe",,,,,,,,,,,,,,,,,,,,
"Traveler's Coffee	cafe	Mumbai	""B.P.T GOVANDI", MUMBAI," 400088""	18.9462778	72.8436247									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3204284269	""Traveler's Coffee cafe B.P.T GOVANDI", MUMBAI," 400088""",,,,,,,,,,,,,,,,
"Treat and Bite	cafe	Navi Mumbai		19.0325632	73.0167853									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12287909457	Treat and Bite cafe",,,,,,,,,,,,,,,,,,,,
"Umamiya Cafe	cafe	Juhu		19.1298396	72.8226024								09:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240644254	Umamiya Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Uncommon	cafe	Bandra West		19.0613092	72.8307578									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12806107189	Uncommon cafe",,,,,,,,,,,,,,,,,,,,
"VIG Refreshment	cafe	Kurla		19.045515	72.8947806									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9545568397	VIG Refreshment cafe",,,,,,,,,,,,,,,,,,,,
"Vasant Bhuvan	cafe	Marine Lines		18.9589107	72.8173066									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11159473009	Vasant Bhuvan cafe",,,,,,,,,,,,,,,,,,,,
"Veronica�s	cafe	Mumbai	""Veronica Street", Mumbai," 400050""	19.0540462	72.8268024	+91 93729 81697	hello@veronicasbombay.com	https://veronicasbombay.com/		https://www.instagram.com/veronicasbombay/			Mo-Su 08:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11301585072	""Veronica�s cafe Veronica Street", Mumbai," 400050""",,,,,,,,,,,,,,,,
"Wagh Bakari Tea	cafe	Mumbai	""Hanuman Road"," 400057""	19.1029971	72.8465194									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1575245771	""Wagh Bakari Tea cafe Hanuman Road"," 400057""",,,,,,,,,,,,,,,,,,
"We Wake Cafe	cafe	Fort		18.9387195	72.8382479									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11465204243	We Wake Cafe cafe",,,,,,,,,,,,,,,,,,,,
"White Lama Villa	cafe	Andheri West		19.153484	72.828052									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13582456924	White Lama Villa cafe",,,,,,,,,,,,,,,,,,,,
"Zen Cafe	cafe	Colaba		18.9276732	72.8329819									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11273550694	Zen Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Zubby Cake and Cafe Shop	cafe	Malad	""SHOP NO 3", Malad Marve Road, mumbai," 400095""	19.1961229	72.8264094								Mo-Su 08:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1454369846	""Zubby Cake and Cafe Shop cafe SHOP NO 3", Malad Marve Road, mumbai," 400095""",,,,,,,,,,,,,,
"anacdote cafe	cafe	Thane	""Jasmine Street"," Thane W""	19.2228196	72.9670599								Mo-Su 10:00-20:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6813997795	""anacdote cafe cafe Jasmine Street"," Thane W""",,,,,,,,,,,,,,,,,,
"arfat	cafe	Lower Parel		18.9679335	72.8268202									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12483967900	arfat cafe",,,,,,,,,,,,,,,,,,,,
"blue toki dia	cafe	Thane		19.1728254	72.9414942									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13511875718	blue toki dia cafe",,,,,,,,,,,,,,,,,,,,
"blue tokia vanshi	cafe	Thane		19.1726469	72.9415045									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13511869867	blue tokia vanshi cafe",,,,,,,,,,,,,,,,,,,,
"bombay bites	cafe	Mumbai	""A N Surve Marg (Umerkhadi Road)", mumbai," 400009""	18.9614552	72.8359164								06:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/353405023	""bombay bites cafe A N Surve Marg (Umerkhadi Road)", mumbai," 400009""",,,,,,,,,,,,,,,,
"cafe coffee	cafe	Mumbai	""12", Popco Colony Road, Mumbai," 400061""	19.1343491	72.8139673	987654321		https://coffee					24-Jul	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11465355918	""cafe coffee cafe 12", Popco Colony Road, Mumbai," 400061""",,,,,,,,,,,,,,
"cafe trofima	cafe	Bandra West		19.0282957	72.8411776								Mo-Su 10:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4674815089	cafe trofima cafe",,,,,,,,,,,,,,,,,,,,
"chanda cafe shop	cafe	Mumbai	chembur	18.9532967	72.8360059									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3205798464	chanda cafe shop cafe chembur",,,,,,,,,,,,,,,,,,,,
"dinshas	cafe	Mumbai	""3", Eksar Road, mubai," 400092""	19.2347014	72.8485954	9757378444		https://dinshaws.http					Mo-Sa 07:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/352927864	""dinshas cafe 3", Eksar Road, mubai," 400092""",,,,,,,,,,,,,,
"foodstuffs	cafe	Mumbai	""Munjra Street", Mumbai," 400050""	19.0673841	72.8240436								Mo-Su 10:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1123870256	""foodstuffs cafe Munjra Street", Mumbai," 400050""",,,,,,,,,,,,,,,,
"hitika's cafe	cafe	Mumbai	Road No.6	19.1618312	72.8475425								24-Jul	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/352942174	hitika's cafe cafe Road No.6",,,,,,,,,,,,,,,,,,,,
"hotel Udipi Ramdas	cafe	Bandra West		19.0262674	72.8434222								Mo-Su 06:30-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12185901900	hotel Udipi Ramdas cafe",,,,,,,,,,,,,,,,,,,,
"janhavi cafe	cafe	Mumbai	""123", Turzon Road, Mumbai," 400067""	19.2157409	72.8149104								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12552867782	""janhavi cafe cafe 123", Turzon Road, Mumbai," 400067""",,,,,,,,,,,,,,
"jinus corner	cafe	Mumbai	""opp jain deraser", Mahatma Gandhi Road, Mumbai," 400067""	19.2054167	72.844414								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8230447840	""jinus corner cafe opp jain deraser", Mahatma Gandhi Road, Mumbai," 400067""",,,,,,,,,,,,,,
"mahatma nagar	cafe	Mumbai	""P.L. Lokhande Marg", Mumbai," 400089""	19.0644019	72.9018073									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3202768659	""mahatma nagar cafe P.L. Lokhande Marg", Mumbai," 400089""",,,,,,,,,,,,,,,,
"majama cafe	cafe	Powai		19.0837372	72.9091122									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13033811632	majama cafe cafe",,,,,,,,,,,,,,,,,,,,
"monica momos	cafe	Mumbai	""55", Military Road, Mumbai," 400059""	19.1168543	72.8826702	9198979704							24-Jul	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8451877923	""monica momos cafe 55", Military Road, Mumbai," 400059""",,,,,,,,,,,,,,
"navnat	cafe	Kandivali	""04", Shankar Lane, Kandivali (West)," 400067""	19.1982849	72.8455469								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8263834093	""navnat cafe 04", Shankar Lane, Kandivali (West)," 400067""",,,,,,,,,,,,,,
"pinky store	cafe	Kurla		19.0504991	72.891316									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/353987037	pinky store cafe",,,,,,,,,,,,,,,,,,,,
"radha krushma	cafe	Santacruz	""3", Santacruz Skywalk, Mumbai," 400055""	19.0807897	72.8426176								Mo-Su 08:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12536371673	""radha krushma cafe 3", Santacruz Skywalk, Mumbai," 400055""",,,,,,,,,,,,,,
"riga chinese	cafe	Mumbai	""123", Vallabh Nagar Ring Road, mumbai," 400103""	19.2446402	72.8501551								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9391471943	""riga chinese cafe 123", Vallabh Nagar Ring Road, mumbai," 400103""",,,,,,,,,,,,,,
"sa	cafe	Goregaon		19.1772225	72.8793696									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12222194219	sa cafe",,,,,,,,,,,,,,,,,,,,
"school cafeteria	cafe	Malad		19.2099013	72.8652611									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1015920191	school cafeteria cafe",,,,,,,,,,,,,,,,,,,,
"swanandi	cafe	Mumbai	""123", Station Road, Bhandup," 400 078""	19.1425175	72.9397819	12345678910							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12532025756	""swanandi cafe 123", Station Road, Bhandup," 400 078""",,,,,,,,,,,,,,
"tanvi	cafe	Thane	""123", Patlipada Flyover, Thane," 400607""	19.2478162	72.9771772	1.33546E+14							24-Jul	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1228546596	""tanvi cafe 123", Patlipada Flyover, Thane," 400607""",,,,,,,,,,,,,,
"tastress	cafe	Mumbai	""11", evershine nagar, Mumbai," 400064""	19.1925706	72.8331735	+91 91360 82889							Mo-Su 08:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/352985988	""tastress cafe 11", evershine nagar, Mumbai," 400064""",,,,,,,,,,,,,,
"the yoga house	cafe	Bandra West		19.0657265	72.8247137									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3417207117	the yoga house cafe",,,,,,,,,,,,,,,,,,,,
"vidhi'	cafe	Bandra	""D'Monte Park Road Extension", Bandra, Mumbai," 400050""	19.0609693	72.8266539			https:\\vidhi'.com					Mo-Su 11:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10259441805	""vidhi' cafe D'Monte Park Road Extension", Bandra, Mumbai," 400050""",,,,,,,,,,,,,,
"419 Food Company	fast_food	Thane		19.2274266	72.9704248									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12593727445	419 Food Company fast_food",,,,,,,,,,,,,,,,,,,,
"A1 Juice Center	fast_food	Navi Mumbai		19.0374143	73.0199618									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12307075664	A1 Juice Center fast_food",,,,,,,,,,,,,,,,,,,,
"Aarey Sarita	fast_food	Lower Parel		19.0172395	72.8470929									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13388481048	Aarey Sarita fast_food",,,,,,,,,,,,,,,,,,,,
"Aaswad	fast_food	Mumbai	""Hanuman Road"," 400057""	19.1038512	72.8518061									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1579253699	""Aaswad fast_food Hanuman Road"," 400057""",,,,,,,,,,,,,,,,,,
"Aditi Fast Food	fast_food	Juhu		19.1196266	72.8459799									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11698459278	Aditi Fast Food fast_food",,,,,,,,,,,,,,,,,,,,
"Agarwal Juice Centre	fast_food	Mumbai	""vallabh baug road", Mumbai," 400077""	19.0789209	72.9088516									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9134234507	""Agarwal Juice Centre fast_food vallabh baug road", Mumbai," 400077""",,,,,,,,,,,,,,,,
"Aglio Pizzeria & Deli	fast_food	Juhu	""Juhu-Versova Link Road", Mumbai," 400053""	19.1176294	72.8291926									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13387718090	""Aglio Pizzeria & Deli fast_food Juhu-Versova Link Road", Mumbai," 400053""",,,,,,,,,,,,,,,,
